Author (Citation),Sample ID,Total Length (cm),Waterbody,Region,Location,Latitude,Longitude,Class,Species,Tissue,N,n,Collection Date,Sampling Year,PFBS,PFBA,PFDA,PFDoA,PFHpA,PFHxS,PFHxA,PFNA,PFOSA,PFOS,PFOA,PFPeA,PFUnA
#34 NRSA FTS (2013-2014),708031,62.9,Lake Erie,PA,West Branch Susquehanna River,40.88572,-76.80151,Pisces,Walleye,Composite fillet,1,3,6/24/13,2013,<0.1,0.159,1,0.657,<0.06,<0.066,<0.052,0.173,0.48,26.3,<0.11,<0.069,1.19
#34 NRSA FTS (2013-2014),704271,46.08,Lake Erie,PA,Shenango River,41.24333,-80.50937,Pisces,Channel catfish,Composite fillet,1,5,8/29/13,2013,<0.1,<0.1,1.44,0.996,<0.06,0.812,<0.052,0.245,<0.071,7.67,<0.11,<0.069,2.34
#34 NRSA FTS (2013-2014),705131,45.94,Lake Erie,PA,Allegheny River,40.76001,-79.54689,Pisces,Channel catfish,Composite fillet,1,5,5/29/13,2013,<0.1,<0.1,<0.073,0.393,<0.06,<0.066,<0.052,<0.043,<0.071,7.46,<0.11,<0.069,0.391
#34 NRSA FTS (2013-2014),706871,26.18,Lake Ontario,VT,Connecticut River,42.79337,-72.52477,Pisces,Yellow perch,Composite fillet,1,5,6/12/13,2013,<0.1,<0.1,0.56,0.52,<0.06,<0.066,<0.052,0.362,0.116,4.43,<0.11,<0.069,0.83
#34 NRSA FTS (2013-2014),736631,26.55,Lake Ontario,VT,White River,43.79297,-72.67631,Pisces,Rainbow trout,Composite fillet,1,2,6/9/14,2014,<0.1,<0.1,<0.073,<0.059,<0.06,<0.066,<0.052,<0.043,<0.071,17,<0.11,<0.069,<0.074
#34 NRSA FTS (2013-2014),736591,27,Lake Ontario,VT,White River,43.79749,-72.5009,Pisces,Smallmouth bass,Composite fillet,1,2,6/11/14,2014,<0.1,<0.1,0.516,<0.059,<0.06,<0.066,0.146,<0.043,<0.071,2.12,<0.11,<0.069,0.95
#34 NRSA FTS (2013-2014),758831,34.075,Lake Superior,WI,Mississippi River,44.68674,-92.69129,Pisces,Smallmouth bass,Composite fillet,1,4,8/4/14,2014,<0.1,48.1,1.99,0.632,<0.06,<0.066,<0.052,<0.043,<0.071,48.2,<0.11,<0.069,0.829
#34 NRSA FTS (2013-2014),709131,35.16,Lake Michigan; Lake Superior,WI,Yellow River,44.0067,-90.05381,Pisces,Walleye,Composite fillet,1,5,9/9/14,2014,<0.1,<0.1,0.372,0.224,<0.06,<0.066,<0.052,0.126,0.165,3,<0.11,<0.069,0.463
#34 NRSA FTS (2013-2014),766211,54.96666667,Lake Michigan; Lake Superior,WI,Mississippi River,42.53137,-90.64118,Pisces,Walleye,Composite fillet,1,3,9/11/14,2014,<0.1,<0.1,1,0.37,<0.06,<0.066,<0.052,0.276,0.486,22.8,<0.11,<0.069,0.574
#34 NRSA FTS (2013-2014),766651,34.98,Lake Michigan,WI,Wisconsin River,43.21793,-89.82451,Pisces,Smallmouth bass,Composite fillet,1,5,10/1/14,2014,<0.1,<0.1,2.64,2.47,<0.06,<0.066,<0.052,0.56,3.56,74.2,<0.11,<0.069,3.2
#34 NRSA FTS (2013-2014),747871,33.75,Lake Michigan; Lake Superior,WI,Mississippi River,43.82745,-91.27193,Pisces,Smallmouth bass,Composite fillet,1,4,8/27/14,2014,<0.1,0.123,1.12,0.71,<0.06,<0.066,0.72,<0.043,0.281,21.7,0.185,<0.069,0.939
#34 NRSA FTS (2013-2014),747991,31.72,Lake Michigan; Lake Superior,WI,Wisconsin River,44.97808,-89.63045,Pisces,Smallmouth bass,Composite fillet,1,5,7/24/14,2014,<0.1,<0.1,0.935,5.14,<0.06,<0.066,<0.052,<0.043,33.1,43.6,<0.11,<0.069,3.3
#34 NRSA FTS (2013-2014),758871,21.4,Lake Michigan,WI,Pecatonica River,42.65018,-90.03286,Pisces,Smallmouth bass,Composite fillet,1,4,8/28/14,2014,<0.1,<0.1,0.134,0.98,<0.06,<0.066,<0.052,<0.043,<0.071,7.35,<0.11,<0.069,0.223
#34 NRSA FTS (2013-2014),758931,35.28,Lake Michigan,WI,Rock River,42.89687,-88.89542,Pisces,Sauger,Composite fillet,1,5,9/3/14,2014,<0.1,0.116,0.635,0.129,<0.06,<0.066,0.63,0.15,<0.071,5.2,<0.11,<0.069,0.316
#34 NRSA FTS (2013-2014),747931,33.78,Lake Michigan,WI,Wisconsin River,43.56469,-89.65428,Pisces,Smallmouth bass,Composite fillet,1,5,7/16/14,2014,<0.1,0.125,2.4,2.89,<0.06,<0.066,<0.052,0.145,3.16,8.8,<0.11,<0.069,3.49
#34 NRSA FTS (2013-2014),761451,45.9,Lake Michigan,WI,Oconto River,44.88346,-87.8572,Pisces,Smallmouth bass,Composite fillet,1,4,8/21/14,2014,<0.1,0.115,1.72,1.36,<0.06,<0.066,<0.052,<0.043,1.13,14,<0.11,<0.069,2.77
#34 NRSA FTS (2013-2014),766231,40.25,Lake Michigan; Lake Superior,WI,Mississippi River,43.66727,-91.25875,Pisces,Largemouth bass,Composite fillet,1,2,9/10/14,2014,<0.1,0.114,1.64,0.511,<0.06,0.98,0.62,0.136,<0.071,24,0.12,<0.069,0.891
#34 NRSA FTS (2013-2014),766451,44.26,Lake Michigan,WI,Wisconsin River,44.97808,-89.63045,Pisces,Smallmouth bass,Composite fillet,1,5,9/29/14,2014,<0.1,<0.1,1.42,9.4,<0.06,<0.066,<0.052,<0.043,35,43.8,<0.11,<0.069,4.2
#34 NRSA FTS (2013-2014),768971,33.8,Lake Michigan; Lake Superior,WI,Red Cedar River,44.74756,-91.91964,Pisces,Smallmouth bass,Composite fillet,1,5,9/30/14,2014,<0.1,<0.1,1.16,0.312,<0.06,<0.066,<0.052,0.74,<0.071,22.2,<0.11,<0.069,0.524
#34 NRSA FTS (2013-2014),747951,28.95,Lake Michigan; Lake Superior,WI,Wisconsin River,45.58439,-89.46554,Pisces,Smallmouth bass,Composite fillet,1,2,7/23/14,2014,<0.1,<0.1,0.912,2.68,<0.06,<0.066,0.337,<0.043,14.9,23.7,<0.11,<0.069,1.31
